College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,ME,MECHANICAL ENGINEERING,132,***,***,***,,,***,,
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),***,,,,,,,,
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,CE,CIVIL ENGINEERING,119.5,***,108.5,***,,,***,,
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,CS,COMPUTER SCIENCE AND ENGINEERING,167,147,132,159.5,,,135,110.5,125.5
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,156.5,133.5,135.5,143.5,,,123,103.5,
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,IT,INFORMATION TECHNOLOGY,162,144,135.5,153,,,133.5,,121.5
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,XC,CIVIL ENGINEERING (TAMIL MEDIUM),***,,,,,,,,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,CS,COMPUTER SCIENCE AND ENGINEERING,163.5,147.5,144.5,149.5,,,134,,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,143,129,104.5,134.5,,,108,***,113.5
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,127.5,102.5,,107.5,,,***,,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,ME,MECHANICAL ENGINEERING,108.5,***,,,,,***,,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),***,,,,,,,,
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,CS,COMPUTER SCIENCE AND ENGINEERING,172.5,154.5,165.5,159,,,149.5,129,
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,163,144,158.045,152,,,140.5,153,
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,149.5,120.5,,130.5,,,127.5,,
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,ME,MECHANICAL ENGINEERING,131.5,102.5,127,***,,,***,,
1101,Aalim Muhammed Salegh College of Engineering Muthapudupet Avadi IAF Chennai 600055,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146,***,143,***,,,***,,
1101,Aalim Muhammed Salegh College of Engineering Muthapudupet Avadi IAF Chennai 600055,CS,COMPUTER SCIENCE AND ENGINEERING,140.5,104.5,138.5,***,,,***,***,
1101,Aalim Muhammed Salegh College of Engineering Muthapudupet Avadi IAF Chennai 600055,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,130.5,***,130,,,,,,
1101,Aalim Muhammed Salegh College of Engineering Muthapudupet Avadi IAF Chennai 600055,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120.5,,110.5,***,,,,,
1101,Aalim Muhammed Salegh College of Engineering Muthapudupet Avadi IAF Chennai 600055,IT,INFORMATION TECHNOLOGY,136.5,***,136.5,***,,,***,,
1101,Aalim Muhammed Salegh College of Engineering Muthapudupet Avadi IAF Chennai 600055,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1106,Jaya Engineering College Thirunindravur Chennai 602024,AE,AERONAUTICAL ENGINEERING,102.5,,,,,,***,,
1106,Jaya Engineering College Thirunindravur Chennai 602024,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,100.5,***,,***,,,,,
1106,Jaya Engineering College Thirunindravur Chennai 602024,CE,CIVIL ENGINEERING,***,,,,,,,,
1106,Jaya Engineering College Thirunindravur Chennai 602024,CS,COMPUTER SCIENCE AND ENGINEERING,140,115.5,120,111,,,***,,
1106,Jaya Engineering College Thirunindravur Chennai 602024,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,96,***,,***,,,,,
1106,Jaya Engineering College Thirunindravur Chennai 602024,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1106,Jaya Engineering College Thirunindravur Chennai 602024,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,95,***,,,,,***,,
1106,Jaya Engineering College Thirunindravur Chennai 602024,IT,INFORMATION TECHNOLOGY,128.5,***,127,***,,,***,,
1106,Jaya Engineering College Thirunindravur Chennai 602024,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1106,Jaya Engineering College Thirunindravur Chennai 602024,TX,TEXTILE TECHNOLOGY,***,,,,,,,,
1107,Jaya Institute of Technology Kanchipadi Post Thiruvallur-Tiruttani NH Road Thiruvallur District 631204,CS,COMPUTER SCIENCE AND ENGINEERING,***,,,,,,,,
1107,Jaya Institute of Technology Kanchipadi Post Thiruvallur-Tiruttani NH Road Thiruvallur District 631204,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,***,,,,,,,,
1107,Jaya Institute of Technology Kanchipadi Post Thiruvallur-Tiruttani NH Road Thiruvallur District 631204,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,,,
1107,Jaya Institute of Technology Kanchipadi Post Thiruvallur-Tiruttani NH Road Thiruvallur District 631204,FD,FOOD TECHNOLOGY,***,,,,,,,,
1107,Jaya Institute of Technology Kanchipadi Post Thiruvallur-Tiruttani NH Road Thiruvallur District 631204,ME,MECHANICAL ENGINEERING,,,,,,,,,
1110,Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151,133,136,137.5,,,108,***,
1110,Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),145,131.5,,133.5,,,,,
1110,Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,BT,BIO TECHNOLOGY,124,***,,***,,,***,,
1110,Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,CS,COMPUTER SCIENCE AND ENGINEERING,149,136,135,129,,,114.5,,
1110,Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,143.5,132.5,,135,,,108.5,,
1110,Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,130,113,,***,,,***,,
1110,Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,IT,INFORMATION TECHNOLOGY,144.5,134.5,115,140,,,102.5,,
1110,Prathyusha Engineering college (Autonomous) Aranvoyalkuppam Thiruvallur District 602025,SC,Computer Science and Engineering (Cyber Security),146.5,132,,121.5,,,85,,
1112,R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,AL,Artificial Intelligence and Machine Learning,175.5,170.5,159,164.5,,,138.5,,
1112,R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,174.5,169.5,163,166.5,,,124,,
1112,R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,CS,COMPUTER SCIENCE AND ENGINEERING,181.5,174.5,165,170.5,,,140,***,118.5
1112,R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,174.5,171,168.5,162.5,,,124,,
1112,R M D Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,IT,INFORMATION TECHNOLOGY,178.5,171.5,173,169,,,129.5,107.5,
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185,180,175,174.5,,,145.5,144.5,
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,180,177,174,174.5,,,143.5,121,
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,CD,COMPUTER SCIENCE AND DESIGN,177.5,173.5,173,173,,,136,,
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,CE,CIVIL ENGINEERING,156,153.5,114,146.5,,,144.5,,
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,CS,COMPUTER SCIENCE AND ENGINEERING,188.5,183,185.5,180,,,160.5,124,
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,EA,Electronics and Communication ( Advanced Communication Technology),179.5,175.5,172,168,,,137,,
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,184,178,171,174,,,130,,114
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,173.5,168.5,150,163.5,,,134.5,,
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,EV,Electronics Engineering (VLSI design and Technology),177.5,169,170,171.5,,,128.5,,
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,IT,INFORMATION TECHNOLOGY,184,180.5,180,173.5,,,144,103,107.5
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,ME,MECHANICAL ENGINEERING,167,160.5,145,152.5,,,149.5,,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,156,146,149,143.5,,,123,112,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),152.5,142.5,149.5,144,,,116,,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,143,139,138,135.5,,,121.5,,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,CE,CIVIL ENGINEERING,127.5,,,,,,106,,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,CS,COMPUTER SCIENCE AND ENGINEERING,159,149.5,144,146,,,130.5,,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.5,137,135,135.5,,,108.5,,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,132.5,116,***,***,,,***,,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,EV,Electronics Engineering (VLSI design and Technology),136.5,***,,***,,,***,,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,IT,INFORMATION TECHNOLOGY,156.5,146,150,145.5,,,120.5,,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,ME,MECHANICAL ENGINEERING,117.5,***,***,***,,,***,,
1114,S A Engineering College (Autonomous) Thiruverkadu Chennai 600077,SC,Computer Science and Engineering (Cyber Security),152.665,142.5,138,147,,,115,,
1115,Sri Ram Engineering College Perumalpattu Veppampattu (R S) Thiruvallur District 602 024,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124,***,,***,,,***,,
1115,Sri Ram Engineering College Perumalpattu Veppampattu (R S) Thiruvallur District 602 024,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),100,,,,,,***,,
1115,Sri Ram Engineering College Perumalpattu Veppampattu (R S) Thiruvallur District 602 024,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,***,,,,,,,,
1115,Sri Ram Engineering College Perumalpattu Veppampattu (R S) Thiruvallur District 602 024,CS,COMPUTER SCIENCE AND ENGINEERING,136.5,94,126.5,***,,,***,,
1115,Sri Ram Engineering College Perumalpattu Veppampattu (R S) Thiruvallur District 602 024,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,114.5,***,,***,,,,,
1115,Sri Ram Engineering College Perumalpattu Veppampattu (R S) Thiruvallur District 602 024,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,***,,,,,,,,
1115,Sri Ram Engineering College Perumalpattu Veppampattu (R S) Thiruvallur District 602 024,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1115,Sri Ram Engineering College Perumalpattu Veppampattu (R S) Thiruvallur District 602 024,SC,Computer Science and Engineering (Cyber Security),90,,,,,,,,
1116,Sri Venkateswara College of Engineering and Technology Thirupachur Thiruvallur District 631203,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,136,117.5,107,98.5,,,***,,
1116,Sri Venkateswara College of Engineering and Technology Thirupachur Thiruvallur District 631203,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),132,105.5,121,103.5,,,,,
1116,Sri Venkateswara College of Engineering and Technology Thirupachur Thiruvallur District 631203,CE,CIVIL ENGINEERING,***,,,,,,,,
1116,Sri Venkateswara College of Engineering and Technology Thirupachur Thiruvallur District 631203,CS,COMPUTER SCIENCE AND ENGINEERING,164.5,153,150,143,,,114.5,,
1116,Sri Venkateswara College of Engineering and Technology Thirupachur Thiruvallur District 631203,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,134,***,***,***,,,,,
1116,Sri Venkateswara College of Engineering and Technology Thirupachur Thiruvallur District 631203,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,91,,,,,,,,
1116,Sri Venkateswara College of Engineering and Technology Thirupachur Thiruvallur District 631203,IT,INFORMATION TECHNOLOGY,151.5,143,,134.5,,,***,,
1116,Sri Venkateswara College of Engineering and Technology Thirupachur Thiruvallur District 631203,ME,MECHANICAL ENGINEERING,***,,,,,,,,
1116,Sri Venkateswara College of Engineering and Technology Thirupachur Thiruvallur District 631203,SC,Computer Science and Engineering (Cyber Security),135.5,103,110.5,98,,,113.5,,
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,164.5,154.5,145,155.5,,,129,***,
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,BM,BIO MEDICAL ENGINEERING,144.5,129.5,109.5,111.5,,,118,,96.5
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,156,151,144,146,,,122,,
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,CS,COMPUTER SCIENCE AND ENGINEERING,168,155,149.5,153.5,,,130,***,
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,161,149.5,155,146,,,122,***,
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,143.5,137.5,145,134,,,108,,119
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,IT,INFORMATION TECHNOLOGY,162.5,153,146.5,151.5,,,125,***,
1118,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous) Avadi-Alamathi Road Chennai 600 062,ME,MECHANICAL ENGINEERING,130,105,91.5,110,,,***,97,
1120,Velammal Engineering College (Autonomous) Ambattur-Redhills Road Chennai 600066,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.5,155,151.5,154,,,129,***,
1120,Velammal Engineering College (Autonomous) Ambattur-Redhills Road Chennai 600066,AU,AUTOMOBILE ENGINEERING,135,***,129.5,96,,,***,,
1120,Velammal Engineering College (Autonomous) Ambattur-Redhills Road Chennai 600066,CE,CIVIL ENGINEERING,144.5,101.5,,106.5,,,***,,
1120,Velammal Engineering College (Autonomous) Ambattur-Redhills Road Chennai 600066,CS,COMPUTER SCIENCE AND ENGINEERING,168.5,157.5,159,152,,,129.5,,115.5
1120,Velammal Engineering College (Autonomous) Ambattur-Redhills Road Chennai 600066,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,161.5,150,142,149,,,119.5,,
1120,Velammal Engineering College (Autonomous) Ambattur-Redhills Road Chennai 600066,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,150.5,143.5,150,142,,,104,,
1120,Velammal Engineering College (Autonomous) Ambattur-Redhills Road Chennai 600066,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,156,140.5,152,137.5,,,121,,
